10 NAT2 00232+2.3.1.5 0.448149231 3.766170637
10 NAT2 00633+2.3.1.5 0.448149231 3.766170637
10 NAT2 00983+2.3.1.5 0.448149231 3.766170637
100 ADA  1.976790566 2.200121759
10581 IFITM2  1.511566348 5.146251914
10584 COLEC10  0.132214463 0.380519845
10585 POMT1  2.903895165 2.849766601
10585 POMT1 00514+2.4.1.109 2.903895165 2.849766601
10585 POMT1 00515+2.4.1.109 2.903895165 2.849766601
10586 MAB21L2  0 2.556049901
10587 TXNRD2  0.132214463 0.074341092
10587 TXNRD2 00450+1.8.1.9 0.132214463 0.074341092
10589 DRAP1  3.818288369 3.584548069
1059 CENPB  3.481908633 3.993606109
10590 SCGN  0.687869026 2.138405177
10591 DNPH1  3.100225646 4.289449553
10592 SMC2  3.528611481 1.892164759
10594 PRPF8  4.508209849 4.347021908
10595 ERN2  0 2.813391962
10595 ERN2 04150+2.7.11.1 0 2.813391962
10595 ERN2 04151+2.7.11.1 0 2.813391962
10595 ERN2 04714+2.7.11.1 0 2.813391962
10595 ERN2 04926+2.7.11.1 0 2.813391962
10595 ERN2 05165+2.7.11.1 0 2.813391962
10598 AHSA1  4.912597408 4.126611424
10599 SLCO1B1  0 0
1060 CENPC  3.258846013 3.680450359
10600 USP16  3.137712586 3.925929023
10602 CDC42EP3  4.878770207 3.565086216
10603 SH2B2  0 0.326328672
10605 PAIP1  4.079165142 3.520431725
10606 PAICS 00230+4.1.1.21 5.338612515 3.351698072
10606 PAICS 00230+6.3.2.6 5.338612515 3.351698072
10607 TBL3  2.814821177 2.550042351
10608 MXD4  2.33498478 3.666736961
10609 P3H4  2.608629297 2.02284519
10610 ST6GALNAC2  0.24897202 1.369305364
10611 PDLIM5  3.975948272 5.102636167
10612 TRIM3  1.60097944 2.379649655
10613 ERLIN1  3.494863609 3.370442376
10614 HEXIM1  3.347180939 3.540773354
10615 SPAG5  4.1281746 2.25014982
10616 RBCK1  3.327087281 4.480558583
10617 STAMBP  3.214412643 3.551897986
10618 TGOLN2  4.561286821 5.48548541
1062 CENPE  2.348576658 0.769002227
10620 ARID3B  2.087862681 1.369305364
10621 POLR3F  3.167912771 2.110742862
10622 POLR3G  1.806436331 0.326328672
10623 POLR3C  3.432917314 2.690361348
10625 IVNS1ABP  3.830631367 4.156062934
10626 TRIM16  1.09156854 0.933534465
10627 MYL12A  5.713502286 5.817838701
10628 TXNIP  3.185604573 6.663829724
10629 TAF6L  1.683049873 1.407802965
1063 CENPF  4.349916731 2.266284705
10630 PDPN  0 2.225448608
10631 POSTN  0 2.845291474
10632 ATP5MG  6.594341311 5.571003447
10633 RASL10A  0 0.269031705
10634 GAS2L1  2.033867958 2.876204785
10635 RAD51AP1  3.991734979 1.612045753
10636 RGS14  1.734245349 2.002216907
10637 LEFTY1  0.132214463 0
10640 EXOC5  3.258846013 3.029138535
10641 NPRL2  2.659363242 2.658436562
10642 IGF2BP1  5.439272865 0
10643 IGF2BP3  4.447203042 0.074341092
10644 IGF2BP2  3.027622188 2.822610414
10645 CAMKK2  2.249309233 3.451921123
10647 SCGB1D2  0 0.074341092
10648 SCGB1D1  0 0
10650 PRELID3A  1.304462734 0.838095947
10651 MTX2  3.821388431 3.335347049
10652 YKT6  3.970630164 3.51355818
10653 SPINT2  5.738387508 5.560964855
10654 PMVK 00900+2.7.4.2 2.510269421 3.497333754
10655 DMRT2  0.448149231 0
10656 KHDRBS3  1.708975197 1.714387903
10657 KHDRBS1  4.654301821 4.575554199
10658 CELF1  3.821388431 3.432165331
10659 CELF2  0 3.942534239
1066 CES1  0 0
10660 LBX1  0 0
10661 KLF1  0 0
10663 CXCR6  0 2.012584238
10664 CTCF  3.907348289 3.811556994
10665 TSBP1  0 0
10666 CD226  0 1.903731237
10667 FARS2  2.171840548 2.573858996
10667 FARS2 00970+6.1.1.20 2.171840548 2.573858996
10668 CGRRF1  2.155599698 2.66382864
10669 CGREF1  1.042955075 0.655491988
10670 RRAGA  3.642203321 4.209050302
10671 DCTN6  3.615942734 3.760798687
10672 GNA13  3.119144764 3.916754054
10673 TNFSF13B  0 1.714387903
10675 CSPG5  0.132214463 0.143535956
10677 AVIL  0 1.832236244
10678 B3GNT2  4.522129584 4.079436336
1068 CETN1  0 0
10681 GNB5  2.278690931 1.991740968
10682 EBP  5.018054119 4.781061196
10683 DLL3  0.687869026 0.074341092
10686 CLDN16  0 0
10687 PNMA2  0.132214463 0.902722703
1069 CETN2  3.258846013 2.494285759
10690 FUT9  0 0
10691 GMEB1  0.881090702 2.033001922
10692 RRH  0 0
10693 CCT6B  0.448149231 0.326328672
10694 CCT8  5.310384894 4.119110993
10695 CNPY3  3.464370053 2.836280687
10699 CORIN  0 0.326328672
107 ADCY1 00230+4.6.1.1 0.24897202 0.074341092
1070 CETN3  3.918645467 2.808750672
1071 CETP  0 1.221537312
10712 FAM189B  3.13156154 3.406908766
10713 USP39  4.166161672 3.49029903
10714 POLD3  3.34219525 2.910402332
10715 CERS1  0 0
10716 TBR1  0 0
10717 AP4B1  1.224658046 2.481461593
10718 NRG3  0 0.074341092
1072 CFL1  7.013565667 7.457620617
10721 POLQ 00230+2.7.7.7 2.413895774 1.074781905
10721 POLQ 00240+2.7.7.7 2.413895774 1.074781905
10723 SLC12A7  2.264107988 3.562900221
10724 OGA  3.137712586 3.915216675
10725 NFAT5  3.653250126 3.543008203
10726 NUDC  4.940275175 4.332936569
10728 PTGES3  5.746095289 5.294612573
1073 CFL2  3.983872777 4.009133107
10730 YME1L1  4.596119669 3.999280224
10732 TCFL5  2.249309233 2.012584238
10733 PLK4  2.413895774 1.100785961
10734 STAG3  0 0.380519845
10735 STAG2  3.991734979 4.21019649
10736 SIX2  0.353511395 0
10741 RBBP9  3.696256027 3.076513526
10742 RAI2  0.132214463 2.58555793
10743 RAI1  2.999856987 2.731401649
10744 PTTG2  1.265356278 0.732578551
10745 PHTF1  2.122304618 2.208635513
10746 MAP3K2  2.956707944 4.151214191
10747 MASP2  0 0
10749 KIF1C  3.27501238 4.385244706
1075 CTSC  6.109108362 5.014897482
10752 CHL1  0 2.455309083
10753 CAPN9  0.132214463 2.343270818
10755 GIPC1  3.020752825 2.602853643
10758 TRAF3IP2  2.618984091 3.365122616
10761 PLAC1  0 0
10762 NUP50  1.304462734 2.165322842
10763 NES  2.487032686 2.550042351
10765 KDM5B  3.674984247 3.310308025
10766 TOB2  2.278690931 3.293260109
10767 HBS1L  3.737488428 3.628538115
10768 AHCYL1 00270+3.3.1.1 3.236876098 4.699504773
10769 PLK2  3.290921549 2.770823833
10771 ZMYND11  3.400443085 3.324295922
10773 ZBTB6  2.555183208 3.051283117
10775 POP4  3.520280685 3.13526093
10776 ARPP19  4.371575316 4.169277011
10777 ARPP21  0 0.208251188
10781 ZNF266  2.139090722 2.96757062
10782 ZNF274  1.683049873 2.25014982
10783 NEK6  3.46878362 3.551897986
10785 WDR4  2.707647058 2.120048916
10786 SLC17A3  0 0
10787 NCKAP1  4.083937572 4.624421669
10788 IQGAP2  3.924246554 4.532509128
10791 VAMP5  1.511566348 2.608553038
10793 ZNF273  2.249309233 1.627323091
10794 ZNF460  3.296168853 3.206498199
10795 ZNF268  2.985679842 2.208635513
10797 MTHFD2  5.140288569 2.780441247
10797 MTHFD2 00670+1.5.1.5+3.5.4.9 5.140288569 2.780441247
10797 MTHFD2 00720+1.5.1.5+3.5.4.9 5.140288569 2.780441247
10799 RPP40  2.576905607 1.020652778
108 ADCY2  0 1.531948785
108 ADCY2 00230+4.6.1.1 0 1.531948785
1080 CFTR  4.822375165 3.924405696
10800 CYSLTR1  0 1.627323091
10801 SEPT9  5.068220829 5.217340331
10802 SEC24A  4.280020874 4.923215918
10803 CCR9  0 2.225448608
10804 GJB6  0 0
10806 SDCCAG8  2.688612366 3.252313654
10807 ENTR1  3.409829543 2.85865722
10808 HSPH1  4.418657235 3.158482478
10809 STARD10  5.54518112 3.907494124
1081 CGA  0 0.074341092
10810 WASF3  0 1.426509888
10811 NOXA1  1.542267634 3.138611492
10813 UTP14A  3.119144764 2.591356469
10814 CPLX2  0 0.804145711
10815 CPLX1  1.60097944 0.527427501
10816 SPINT3  0 0
10817 FRS3  0.881090702 1.444873278
10818 FRS2  3.710189918 2.922930804
10825 NEU3  2.361986271 1.903731237
10825 NEU3 00511+3.2.1.18 2.361986271 1.903731237
10825 NEU3 00600+3.2.1.18 2.361986271 1.903731237
10826 FAXDC2  0.756509028 3.434656255
10827 FAM114A2  1.996180607 2.808750672
10838 ZNF275  1.09156854 1.755233408
1084 CEACAM3  0 0.431924683
10840 ALDH1L1  0 0.326328672
10840 ALDH1L1 00670+1.5.1.6 0 0.326328672
10840 ALDH1L1 00670+2.1.2.9 0 0.326328672
10840 ALDH1L1 00970+2.1.2.9 0 0.326328672
10841 FTCD 00340+2.1.2.5 0.448149231 0.269031705
10841 FTCD 00670+2.1.2.5 0.448149231 0.269031705
10841 FTCD 00670+4.3.1.4+2.1.2.5 0.448149231 0.269031705
10842 PPP1R17  0 0
10844 TUBGCP2  3.682125235 3.165019353
10845 CLPX  3.414489938 3.298975101
10846 PDE10A  0.448149231 0.655491988
10847 SRCAP  2.762669218 3.304657617
10848 PPP1R13L  3.540978974 3.141950865
10849 CD3EAP  2.789085137 1.100785961
10850 CCL27  0 0
10855 HPSE  1.224658046 1.462905526
10856 RUVBL2  3.682125235 2.804087739
10857 PGRMC1  4.655646677 5.289564916
10858 CYP46A1  0 0.074341092
10859 LILRB1  0 1.244031549
10861 SLC26A1  1.137927892 1.700393382
10863 ADAM28  0 2.711092022
10864 SLC22A7  0 0.074341092
10865 ARID5A  1.137927892 2.400858202
10867 TSPAN9  2.949331892 2.313183793
10868 USP20  1.479892557 2.619855294
10869 USP19  2.880378407 3.131899105
1087 CEACAM7  0.132214463 0.074341092
10870 HCST  0 3.270067821
10871 CD300C  0.132214463 0.694777878
10873 ME3  3.006870894 2.513218821
10874 NMU  0.24897202 1.150849339
10875 FGL2  0 5.159195878
10876 EDDM3A  0 0
10877 CFHR4  0 0
10878 CFHR3  0 0
10879 SMR3B  0 0
1088 CEACAM8  0 0
10880 ACTL7B  0 0
10881 ACTL7A  0 0
10882 C1QL1  0.881090702 1.287556692
10884 MRPS30  4.137243425 3.666736961
10885 WDR3  2.187821843 1.856640286
10886 NPFFR2  0 0.208251188
10888 GPR83  1.916257086 0.074341092
1089 CEACAM4  0 0.571963007
10890 RAB10  4.187850992 4.252805852
10891 PPARGC1A  0 3.936527833
10892 MALT1  2.532978449 2.653015251
10893 MMP24  0.614168056 0
10894 LYVE1  0 4.58819302
10897 YIF1A  4.396264685 4.251707503
10898 CPSF4  2.872414964 1.657194914
10899 JTB  4.708009555 4.746153815
109 ADCY3  2.122304618 2.679832591
109 ADCY3 00230+4.6.1.1 2.122304618 2.679832591
10900 RUNDC3A  0 0.61459938
10902 BRD8  3.667791898 2.914595954
10903 MTMR11  0.938006738 4.371691184
10904 BLCAP  4.130449528 4.53084794
10905 MAN1A2 00510+3.2.1.113 1.806436331 2.943468974
10905 MAN1A2 00513+3.2.1.113 1.806436331 2.943468974
10906 TRAFD1  3.185604573 3.252313654
10907 TXNL4A  4.404936645 4.13158064
10908 PNPLA6  2.639377462 3.240299971
10910 SUGT1  4.204869982 3.656825246
10911 UTS2  2.532978449 0.269031705
10912 GADD45G  1.542267634 2.233750324
10913 EDAR  0.756509028 0.732578551
10914 PAPOLA  4.948331009 4.914757814
10915 TCERG1  4.125894484 3.590952084
10916 MAGED2  3.6495814 3.573782722
10917 BTNL3  0.132214463 4.832161661
10919 EHMT2 00310+2.1.1.43 2.848136915 2.500636692
10920 COPS8  3.477552741 3.111487297
10921 RNPS1  2.388277809 1.407802965
10922 FASTK  3.545067714 3.861487683
10923 SUB1  6.161734784 5.5243989
10924 SMPDL3A  3.786747423 5.352546203
10926 DBF4  3.818288369 2.182873663
10927 SPIN1  2.598166158 3.03286352
10928 RALBP1  3.866771771 3.184377437
10929 SRSF8  0.448149231 0.694777878
10930 APOBEC2  1.479892557 0.326328672
10933 MORF4L1  3.986500386 4.74414101
10935 PRDX3 00480+1.11.1.15 5.915989069 5.041188739
10938 EHD1  4.002122673 4.047601623
10939 AFG3L2  4.270189394 4.692457317
10940 POP1  2.438873818 1.714387903
10942 PRSS21  0 0
10943 MSL3  1.708975197 2.328340455
10944 C11orf58  5.456314502 4.599122451
10945 KDELR1  6.103437402 5.713929667
10946 SF3A3  4.083937572 3.664762462
10947 AP3M2  2.249309233 1.926470418
10948 STARD3  3.642203321 3.997864711
10949 HNRNPA0  4.762608641 4.085942898
10950 BTG3  3.664176232 2.619855294
10951 CBX1  5.343353227 3.23423857
10952 SEC61B  5.206735618 4.347021908
10953 TOMM34  4.204869982 2.32079084
10954 PDIA5  3.511879903 2.481461593
10955 SERINC3  5.255117236 4.769341989
10956 OS9  3.851871674 4.486659045
10957 PNRC1  4.522129584 6.141144895
10959 TMED2  4.912597408 4.821651243
10960 LMAN2  4.610282718 4.40993831
10961 ERP29  5.002024727 4.495309934
10962 MLLT11  1.511566348 2.407828926
10963 STIP1  5.348071569 3.858235424
10964 IFI44L  0 1.657194914
10965 ACOT2  2.880378407 3.094153299
10966 RAB40B  1.629091327 2.225448608
10969 EBNA1BP2  4.463621764 3.429668187
10970 CKAP4  4.042626902 3.261230138
10971 YWHAQ  5.529599926 4.719665937
10972 TMED10  5.198959979 5.132682925
10973 ASCC3  4.148465011 3.835168544
10974 ADIRF  0 6.368136287
10975 UQCR11  5.350086921 5.275057462
10978 CLP1  2.375218443 1.856640286
10979 FERMT2  2.451132707 2.669191799
10980 COPS6  3.020752825 2.562021576
10981 RAB32  1.60097944 2.033001922
10982 MAPRE2  2.171840548 3.24331695
10983 CCNI  4.438891471 5.904410881
10985 GCN1  3.612134286 3.23423857
10987 COPS5  3.848864826 3.785624518
10988 METAP2  5.114292922 4.263723495
10989 IMMT  4.874460202 4.475299831
10990 LILRB5  0 2.963593803
10991 SLC38A3  2.033867958 0.61459938
10992 SF3B2  5.094559523 4.854662429
10993 SDS  0 1.100785961
10994 ILVBL  2.678957404 3.118337631
10998 SLC27A5  1.806436331 0.963425172
10998 SLC27A5 00120+6.2.1.7 1.806436331 0.963425172
10998 SLC27A5 00121+6.2.1.7 1.806436331 0.963425172
10999 SLC27A4  2.234288181 4.502177163
11000 SLC27A3  2.070186407 1.926470418
11001 SLC27A2 00061+6.2.1.3 3.405147328 2.901961957
11001 SLC27A2 00071+6.2.1.3 3.405147328 2.901961957
11004 KIF2C  3.592871397 1.221537312
11005 SPINK5  0 0.480815757
11006 LILRB4  0 2.46191161
11007 CCDC85B  2.814821177 2.979407052
11009 IL24  0 0
1101 CHAD  0 0.527427501
11010 GLIPR1  2.105231923 3.616165744
11011 TLK2  0 0
11011 TLK2 04150+2.7.11.1 0 0
11011 TLK2 04151+2.7.11.1 0 0
11011 TLK2 04714+2.7.11.1 0 0
11011 TLK2 04926+2.7.11.1 0 0
11011 TLK2 05165+2.7.11.1 0 0
11012 KLK11  0 0.870931311
11013 TMSB15A  0 0
11014 KDELR2  1.09156854 2.761113025
11015 KDELR3  2.949331892 2.813391962
11016 ATF7  2.307233928 2.614220134
11017 SNRNP27  4.297477573 3.804707156
11018 TMED1  2.823254745 1.880462931
11019 LIAS  2.598166158 2.642083654
11019 LIAS 00785+2.8.1.8 2.598166158 2.642083654
1102 RCBTB2  0.534599975 2.043056532
11020 IFT27  1.976790566 3.212729569
11021 RAB35  3.087411076 3.218922351
11022 TDRKH  2.070186407 1.287556692
11023 VAX1  0 0
11024 LILRA1  0 0.074341092
11025 LILRB3  0 0.074341092
11027 LILRA2  0 0.269031705
11030 RBPMS  4.823512079 4.965004168
11031 RAB31  1.734245349 2.794696134
11033 ADAP1  3.047951606 3.332595696
11034 DSTN  5.899853952 5.63886057
11035 RIPK3  0 2.889166297
11036 GTF2A1L  0 0
11037 STON1  0.756509028 3.076513526
1104 RCC1  4.463621764 3.875993358
11040 PIM2  2.629232762 3.769735972
11040 PIM2 04150+2.7.11.1 2.629232762 3.769735972
11040 PIM2 04151+2.7.11.1 2.629232762 3.769735972
11040 PIM2 04714+2.7.11.1 2.629232762 3.769735972
11040 PIM2 04926+2.7.11.1 2.629232762 3.769735972
11040 PIM2 05165+2.7.11.1 2.629232762 3.769735972
11041 B4GAT1  3.074430159 2.46847083
11043 MID2  0.353511395 1.564761363
11045 UPK1A  0 0
11046 AL160269.1  3.428342207 3.925929023
11046 SLC35D2  3.428342207 3.925929023
11047 ADRM1  4.902148805 3.634667367
11051 NUDT21  5.769309845 4.550602357
11052 CPSF6  4.130449528 3.746330782
11054 OGFR  3.642203321 3.933511047
11055 ZPBP  0 0
11056 DDX52  4.674287178 3.825117496
11057 ABHD2  3.376584087 4.588977667
11059 WWP1  2.219038051 3.131899105
1106 CHD2  3.983872777 4.417415276
11060 WWP2  2.413895774 3.370442376
11061 CNMD  0 0
11062 DUS4L  2.678957404 1.948704004
11063 SOX30  0 0
11064 CNTRL  2.015201814 2.379649655
11065 UBE2C  6.514670386 2.955592406
11066 SNRNP35  2.762669218 2.897714903
11067 DEPP1  2.155599698 3.668707569
11068 CYB561D2  2.293064263 2.780441247
11069 RAPGEF4  0 1.349486137
1107 CHD3  1.542267634 2.474987306
11070 TMEM115  2.278690931 3.404347668
11072 DUSP14 04658+3.1.3.16 3.577189382 1.580772539
11072 DUSP14 04660+3.1.3.16 3.577189382 1.580772539
11073 TOPBP1  3.371743209 2.867469491
11074 TRIM31  0 2.062867456
11075 STMN2  0 3.524987981
11076 TPPP  0.132214463 2.365256538
11077 HSF2BP  2.015201814 0.074341092
11078 TRIOBP  1.936844754 2.474987306
11079 RER1  4.270189394 4.663760073
1108 CHD4  4.250231618 3.776828732
11080 DNAJB4  1.782947003 3.65483106
11081 KERA  0 0.208251188
11082 ESM1  0 0.963425172
11083 DIDO1  3.915833115 3.751780805
11085 ADAM30  0 0
11086 ADAM29  0 0
1109 AKR1C4  0 0.269031705
11091 WDR5  3.890159557 3.367786034
11092 SPACA9  1.378366645 1.596531393
11093 ADAMTS13  0 0.732578551
11094 CACFD1  2.105231923 3.101122995
11095 ADAMTS8  0 0.269031705
11096 ADAMTS5  0 2.550042351
11097 NUPL2  3.337184579 3.125141357
11098 PRSS23  6.572246687 4.115339574
11099 PTPN21  1.413366475 2.101349391
111 ADCY5  0 1.807221716
111 ADCY5 00230+4.6.1.1 0 1.807221716
11100 HNRNPUL1  4.83817552 4.580312496
11101 ATE1  3.511879903 3.301820396
11102 RPP14  2.753706535 3.021646676
11103 KRR1  4.281975625 3.632628454
11104 KATNA1  2.964029989 2.614220134
11107 PRDM5  1.683049873 1.221537312
11108 PRDM4  1.806436331 2.736415253
1111 CHEK1  4.062279958 1.755233408
1111 CHEK1 04150+2.7.11.1 4.062279958 1.755233408
1111 CHEK1 04151+2.7.11.1 4.062279958 1.755233408
1111 CHEK1 04714+2.7.11.1 4.062279958 1.755233408
1111 CHEK1 04926+2.7.11.1 4.062279958 1.755233408
1111 CHEK1 05165+2.7.11.1 4.062279958 1.755233408
11112 HIBADH  3.446518372 3.692056855
11112 HIBADH 00280+1.1.1.31 3.446518372 3.692056855
11113 CIT 04150+2.7.11.1 2.521688396 0.963425172
11113 CIT 04151+2.7.11.1 2.521688396 0.963425172
11113 CIT 04714+2.7.11.1 2.521688396 0.963425172
11113 CIT 04926+2.7.11.1 2.521688396 0.963425172
11113 CIT 05165+2.7.11.1 2.521688396 0.963425172
11116 FGFR1OP  3.524454758 3.370442376
11117 EMILIN1  0 4.136525284
11118 BTN3A2  0.24897202 2.765980216
11119 BTN3A1  0.448149231 3.200227754
1112 FOXN3  2.015201814 4.517458145
11120 BTN2A1  2.451132707 2.963593803
11122 PTPRT  0 0.769002227
11123 RCAN3  2.451132707 2.726362781
11124 FAF1  3.311747556 3.630585376
11126 CD160  0 2.156430551
11127 KIF3A  2.903895165 2.32079084
11128 POLR3A  3.46878362 2.64756439
11128 POLR3A 00230+2.7.7.6 3.46878362 2.64756439
11128 POLR3A 00240+2.7.7.6 3.46878362 2.64756439
11129 CLASRP  2.949331892 3.562900221
1113 CHGA  0 6.011118476
11130 ZWINT  5.168043766 2.266284705
11131 CAPN11  0 0.074341092
11132 CAPN10  1.265356278 1.937649002
11133 KPTN  1.342097258 0.992448294
11135 CDC42EP1  3.75748413 3.924405696
11136 SLC7A9  0.881090702 4.430366935
11137 PWP1  3.996942314 3.456799685
11138 TBC1D8  2.618984091 4.042195896
1114 CHGB  0.756509028 2.519451013
11140 CDC37  0 0
11141 IL1RAPL1  0 0.326328672
11142 PKIG  2.919271274 3.287512268
11143 KAT7  4.598968372 3.871181475
11144 DMC1  0.820738686 0.571963007
11145 PLA2G16  3.671394539 2.780441247
11146 GLMN  2.293064263 1.807221716
11147 HHLA3  1.137927892 1.768486059
11148 HHLA2  0.687869026 5.565996748
11149 BVES  1.224658046 1.627323091
11151 CORO1A  0.24897202 3.492649441
11152 WDR45  0.881090702 2.156430551
11153 FICD  0.534599975 1.244031549
11154 AP4S1  1.09156854 0.655491988
11155 LDB3  0 2.889166297
11156 PTP4A3  0.820738686 1.462905526
11157 LSM6  3.592871397 3.315926685
11158 RABL2B  1.137927892 1.794475823
11159 RABL2A  0 0.074341092
1116 CHI3L1  5.180843178 0.694777878
11160 ERLIN2  3.034444685 3.321513952
11161 ERG28  4.890527824 3.918289073
11162 NUDT6  1.60097944 1.329266151
11163 NUDT4  4.748011164 3.255294658
11164 NUDT5  4.943303723 3.547462973
11165 NUDT3  3.361990578 3.877592188
11166 SOX21  0 0
11167 FSTL1  0 4.211341365
11168 PSIP1  3.481908633 3.836833941
11169 WDHD1  2.964029989 1.426509888
1117 CHI3L2  0 0.769002227
1117 CHI3L2 00520+3.2.1.14 0 0.769002227
11170 FAM107A  0 2.876204785
11171 STRAP  5.329063133 4.534995748
11172 INSL6  0 0
11173 ADAMTS7  0 0.963425172
11174 ADAMTS6  0.132214463 0.933534465
11176 BAZ2A  3.860838347 4.465586367
11177 BAZ1A  3.155941919 3.424655114
11178 LZTS1  0 0.571963007
11179 ZNF277  2.978515178 3.069369559
1118 CHIT1  0 0.074341092
1118 CHIT1 00520+3.2.1.14 0 0.074341092
11180 WDR6  3.799483428 3.699720349
11181 TREH  0 4.15485295
11181 TREH 00500+3.2.1.28 0 4.15485295
11182 SLC2A6  1.447182629 1.074781905
11183 MAP4K5  3.093838887 3.461654562
11183 MAP4K5 04150+2.7.11.1 3.093838887 3.461654562
11183 MAP4K5 04151+2.7.11.1 3.093838887 3.461654562
11183 MAP4K5 04714+2.7.11.1 3.093838887 3.461654562
11183 MAP4K5 04926+2.7.11.1 3.093838887 3.461654562
11183 MAP4K5 05165+2.7.11.1 3.093838887 3.461654562
11184 MAP4K1  0 1.844512708
11184 MAP4K1 04150+2.7.11.1 0 1.844512708
11184 MAP4K1 04151+2.7.11.1 0 1.844512708
11184 MAP4K1 04714+2.7.11.1 0 1.844512708
11184 MAP4K1 04926+2.7.11.1 0 1.844512708
11184 MAP4K1 05165+2.7.11.1 0 1.844512708
11186 RASSF1  2.219038051 2.290009165
11187 PKP3  3.225707445 3.697809974
11188 NISCH  2.451132707 2.746367678
11189 CELF3  0 1.388739411
1119 CHKA  4.305139353 4.035397382
11190 CEP250  3.013835948 1.832236244
11193 WBP4  2.985679842 2.789967047
11194 ABCB8  2.555183208 2.770823833
11196 SEC23IP  4.293624557 3.744507486
11197 WIF1  0 1.244031549
11198 SUPT16H  4.083937572 3.097644219
11199 ANXA10  0 0.074341092
112 ADCY6 00230+4.6.1.1 2.070186407 2.46191161
1120 CHKB 00564+2.7.1.32+2.7.1.82 0.132214463 0
11200 CHEK2  3.327087281 1.903731237
11201 POLI  1.447182629 2.120048916
11201 POLI 00230+2.7.7.7 1.447182629 2.120048916
11201 POLI 00240+2.7.7.7 1.447182629 2.120048916
11202 KLK8  0 0
1121 CHM  3.125372424 2.959601107
11211 FZD10  0 0.61459938
11212 PLPBP  2.762669218 3.648824527
11212 PLPBP 00473+5.1.1.1 2.762669218 3.648824527
11213 IRAK3 04150+2.7.11.1 0 2.274255561
11213 IRAK3 04151+2.7.11.1 0 2.274255561
11213 IRAK3 04714+2.7.11.1 0 2.274255561
11213 IRAK3 04926+2.7.11.1 0 2.274255561
11213 IRAK3 05165+2.7.11.1 0 2.274255561
11214 AKAP13  2.587592383 4.279879671
11215 AKAP11  2.823254745 2.658436562
11216 AKAP10  3.173844884 3.536288616
11217 AKAP2  0.881090702 1.221537312
11218 DDX20  2.934414533 2.619855294
11219 TREX2  0 0
1122 CHML  0.24897202 0
11221 DUSP10  0.448149231 2.400858202
11221 DUSP10 04658+3.1.3.16 0.448149231 2.400858202
11221 DUSP10 04660+3.1.3.16 0.448149231 2.400858202
11222 MRPL3  4.885200584 4.028552332
11224 RPL35  6.727072876 5.929149914
11226 GALNT6  3.311747556 2.935304254
11227 GALNT5  2.361986271 2.266284705
11228 RASSF8  3.231307364 1.844512708
1123 CHN1  0 1.741802763
11230 PRAF2  0.756509028 2.84079623
11231 SEC63  3.77708783 3.797810074
11232 POLG2  2.249309233 1.728189277
